Pinned Views,Angepinnte Ansichten,
Pinned view,Angepinnte Ansicht,
Pinned views,Angepinnte Ansichten,
Please add an email account to continue.,"Bitte fügen Sie ein E-Mail-Konto hinzu, um fortzufahren.",
Please check your access token,Bitte prüfen Sie Ihr Zugriffstoken,
Please enter the Exchangerate Host access key.,Bitte geben Sie den Exchangerate-Host-Zugriffsschlüssel ein.,
Please provide a reason for marking this deal as lost,Bitte geben Sie einen Grund für die Markierung dieses Deals als verloren an,
Please select a currency before saving.,Bitte wählen Sie eine Währung vor dem Speichern.,
Please select a lead gen form before syncing!,Bitte wählen Sie ein Lead-Generierungsformular vor der Synchronisierung!,
Please specify a reason for losing the deal.,Bitte geben Sie einen Grund für den Verlust des Deals an.,
Please specify the reason for losing the deal.,Bitte geben Sie den Grund für den Verlust des Deals an.,
Preferences,Praeferenzen,
Previous,Zurück,
Primary Mobile No,Primaere Mobilnummer,
Primary contact set,Hauptkontakt festgelegt,
Priority,Prioritaet,
Product Code,Produktcode,
Product Name,Produktname,
Projected vs actual revenue based on deal probability,Prognostizierte und tatsächliche Einnahmen auf der Grundlage der Geschaeftswahrscheinlichkeit,
Proposal,Angebot,
Proposal/Price Quote,Angebot/Preisanfrage,
Public Views,Öffentliche Ansichten,
Public view,Öffentliche Ansicht,
Public views,Öffentliche Ansichten,
Qualification,Qualifizierung,
Queued,In Warteschlange,
Quick entry layout,Schnelleingabe-Layout,
Random,Zufällig,
Receiver,Empfänger,
Refresh,Aktualisieren,
Reject call,Anruf ablehnen,
Remove,Entfernen,
Remove and move fields to previous column,Felder entfernen und in vorherige Spalte verschieben,
Remove group,Gruppe entfernen,
Remove image,Bild entfernen,
Replied,Geantwortet,
Reply,Antworten,
Reply All,Allen antworten,
Required,Pflichtfeld,
Required Fields,Pflichtfelder,
Reset,Zurücksetzen,
Reset ERPNext Form Script,ERPNext-Formularskript zurücksetzen,
Reset to Default,Auf Standard zurücksetzen,
Responded On,Geantwortet am,
Response By,Antwort bis,
Response Time,Antwortzeit,
Response and Follow Up,Antwort und Nachverfolgung,
Restart the SLA each time the customer replies (status changes to Open) and fulfill it when marked as Replied,SLA bei jeder Kundenantwort neu starten (Status aendert sich auf Offen) und erfuellen wenn als Beantwortet markiert,
Restore Defaults,Standardwerte wiederherstellen,
Retake,Erneut aufnehmen,
Retry Sync,Sync erneut versuchen,
Revenue,Umsatz,
Ringing,Klingelt,
Rolling Response Due,Rollierende Antwort fällig,
Rolling Responses,Rollierende Antworten,
Route Name,Routenname,
Rows per page,Zeilen pro Seite,
Rueckruf geplant,Rückruf geplant,
SLA,SLA,
SLA Creation,SLA-Erstellung,
SLA Name,SLA-Name,
SLA Status,SLA-Status,
STATUS UPDATE,STATUSÄNDERUNG,
Sales User,Vertriebsbenutzer,
Sales trend,Umsatzentwicklung,
Sales user,Vertriebsbenutzer,
Salesperson,Vertriebsmitarbeiter,
Salutation,Anrede,
Save,Speichern,
Saved successfully,Erfolgreich gespeichert,
Saved view,Gespeicherte Ansicht,
Schedule an Event,Termin planen,
Schedule an event,Termin planen,
Search,Suchen,
Search by keyword,Nach Stichwort suchen,
Search template,Vorlage suchen,
Search user,Benutzer suchen,
See all participants,Alle Teilnehmer anzeigen,
Select,Auswählen,
Select All,Alle auswählen,
Select First Name...,Vorname auswählen...,
Select Industry...,Branche auswählen...,
Select Organization...,Firma auswählen...,
Select Range,Bereich auswählen,
Select Source Type,Quelltyp auswählen,
Select Source...,Quelle auswählen...,
Select Territory...,Gebiet auswählen...,
Select currency,Währung auswählen,
Select provider,Anbieter auswählen,
Select the assignees for {0}.,Wählen Sie die Zugewiesenen für {0} aus.,
Send,Senden,
Send Invites,Einladungen senden,
Send an email,E-Mail senden,
Send email,E-Mail senden,
Send invites to,Einladungen senden an,
Send template,Vorlage senden,
Sending...,Wird gesendet...,
Sent,Gesendet,
Service level agreement,Service-Level-Vereinbarung,
Set As Primary,Als Hauptkontakt festlegen,
Set currency,Währung festlegen,
Set first name,Vorname eingeben,
Setting up,Einrichtung,
Setting up Frappe Mail requires you to have an API key and API Secret of your email account. Read more ,Die Einrichtung von Frappe Mail erfordert einen API-Schlüssel und ein API-Secret Ihres E-Mail-Kontos. Mehr erfahren ,
Settings,Einstellungen,
Setup Email,E-Mail einrichten,
"Setup the Exchange Rate Provider as 'Exchangerate Host' in settings, as default provider does not support currency conversion for {0} to {1}.","Richten Sie den Wechselkursanbieter als 'Exchangerate Host' in den Einstellungen ein, da der Standardanbieter keine Währungsumrechnung von {0} nach {1} unterstützt.",
Setup your password,Passwort einrichten,
Show,Anzeigen,
Showing,Zeige,
"Simple Python Expression, Example: doc.status == 'Open' and doc.lead_source == 'Ads'","Einfacher Python-Ausdruck, Beispiel: doc.status == 'Open' and doc.lead_source == 'Ads'",
"Since you removed {0} from the assignee, the {0} has also been removed.","Da Sie {0} als Zugewiesenen entfernt haben, wurde {0} ebenfalls entfernt.",
"Since you removed {0} from the assignee, the {0} has been changed to the next available assignee {1}.","Da Sie {0} als Zugewiesenen entfernt haben, wurde {0} auf den nächsten verfügbaren Zugewiesenen {1} geändert.",
Some error occurred while renaming assignment rule,Beim Umbenennen der Zuweisungsregel ist ein Fehler aufgetreten,
Some error occurred while updating assignment rule,Beim Aktualisieren der Zuweisungsregel ist ein Fehler aufgetreten,
Sort,Sortieren,
Sort by,Sortieren nach,
Source,Quelle,
Source Name,Quellname,
Source Type,Quelltyp,
Source disabled successfully,Quelle erfolgreich deaktiviert,
Source enabled successfully,Quelle erfolgreich aktiviert,
"Standard Form Scripts can not be modified, duplicate the Form Script instead.",Standard-Formularskripte können nicht geändert werden. Duplizieren Sie stattdessen das Formularskript.,
Start and end time are required,Start- und Endzeit sind erforderlich,
Start with sample 10 leads,Mit 10 Beispiel-Leads starten,
Status,Status,
Status Update,Statusänderung,
Status Updates,Status-Updates,
Status aktualisiert,Status aktualisiert,
Subject,Betreff,
Subject is required,Betreff ist erforderlich,
Submit,Absenden,
Success,Erfolg,
Support / Sales,Support / Vertrieb,
Switch camera,Kamera wechseln,
Sync Now,Jetzt synchronisieren,
Sync successful!,Synchronisierung erfolgreich!,
"Sync your contacts,email and calenders","Kontakte, E-Mails und Kalender synchronisieren",
Synced,Synchronisiert,
Syncing started in background,Synchronisierung im Hintergrund gestartet,
Take a note...,Notiz erstellen...,
Tasks,Aufgaben,
Telegram Channel,Telegram-Kanal,
Telephony Medium,Telefonie-Medium,
Telephony settings,Telefonie-Einstellungen,
Template created successfully,Vorlage erfolgreich erstellt,
Template deleted successfully,Vorlage erfolgreich gelöscht,
Template disabled successfully,Vorlage erfolgreich deaktiviert,
Template enabled successfully,Vorlage erfolgreich aktiviert,
Template name,Vorlagenname,
Template renamed successfully,Vorlage erfolgreich umbenannt,
Template updated successfully,Vorlage erfolgreich aktualisiert,
Termin vereinbart,Termin vereinbart,
Territories,Gebiete,
Territory,Gebiet,
The Condition '{0}' is invalid: {1},Die Bedingung '{0}' ist ungültig: {1},
The rate used to convert the deal's currency to your crm's base currency (set in CRM Settings). It is set once when the currency is first added and doesn't change automatically.,Der Kurs zur Umrechnung der Deal-Währung in die CRM-Basiswährung (in CRM-Einstellungen festgelegt). Er wird einmalig beim ersten Hinzufügen der Währung gesetzt und aendert sich nicht automatisch.,
The rate used to convert the organization's currency to your crm's base currency (set in CRM Settings). It is set once when the currency is first added and doesn't change automatically.,Der Kurs zur Umrechnung der Organisationswährung in die CRM-Basiswährung (in CRM-Einstellungen festgelegt). Er wird einmalig beim ersten Hinzufügen der Währung gesetzt und aendert sich nicht automatisch.,
There are no activities to display here. Go ahead and make some changes.,"Hier gibt es keine Aktivitäten. Nehmen Sie Änderungen vor, um den Verlauf zu sehen.",
There can only be one default priority in Priorities table,In der Prioritaetentabelle kann es nur eine Standardprioritaet geben,
These fields are required: {0},Diese Felder sind erforderlich: {0},
This Month,Dieser Monat,
This Quarter,Dieses Quartal,
This Week,Diese Woche,
This Year,Dieses Jahr,
This field is read only and cannot be edited.,Dieses Feld ist schreibgeschuetzt und kann nicht bearbeitet werden.,
This section is not editable,Dieser Bereich ist nicht bearbeitbar,
"This will delete selected items and items linked to it, are you sure?",Dies loescht die ausgewählten Elemente und damit verknüpfte Elemente. Sind Sie sicher?,
"This will delete selected items and unlink linked items to it, are you sure?",Dies loescht die ausgewählten Elemente und loest die Verknuepfung. Sind Sie sicher?,
"This will restore (if not exist) all the default statuses, custom fields and layouts. Delete & Restore will delete default layouts and then restore them.","Dies stellt alle Standardstatus, benutzerdefinierten Felder und Layouts wieder her (falls nicht vorhanden). Löschen & Wiederherstellen loescht Standard-Layouts und stellt sie dann wieder her.",
Title,Titel,
Title is required,Titel ist erforderlich,
To,An,
To (number),An (Nummer),
To Type,Zu Typ,
"To know more about setting up email accounts, click","Um mehr ueber die Einrichtung von E-Mail-Konten zu erfahren, klicken Sie",
Today,Heute,
Todo,Aufgabe,
Toggle on for preview,Für Vorschau aktivieren,
Tomorrow,Morgen,
Total after discount,Gesamt nach Rabatt,
Total leads,Leads gesamt,
Total number of leads,Gesamtanzahl der Leads,
Total number of non won/lost deals,Gesamtanzahl der laufenden Deals,
Total number of won deals based on its closure date,Gesamtanzahl der gewonnenen Deals basierend auf dem Abschlussdatum,
Turn into a group,In Gruppe umwandeln,
TwiML SID,TwiML-SID,
Twilio,Twilio,
Twilio API credential creation error.,Fehler bei der Erstellung der Twilio-API-Anmeldedaten.,
Twilio Number,Twilio-Nummer,
Twilio is not enabled,Twilio ist nicht aktiviert,
Twilio settings updated successfully,Twilio-Einstellungen erfolgreich aktualisiert,
Type,Typ,
Type an email address to add attendee,"E-Mail-Adresse eingeben, um Teilnehmer hinzuzufügen",
Type here...,Hier eingeben...,
Type your message here...,Nachricht hier eingeben...,
Unassign,Zuweisung aufheben,
Unassign conditions are invalid,Aufhebungsbedingungen sind ungültig,
Unassignment condition,Aufhebungsbedingung,
Unauthorized request,Nicht autorisierte Anfrage,
Unbekannte Nummer,Unbekannte Nummer,
Uncollapsible,Nicht einklappbar,
Ungroup conditions,Bedingungen aufheben,
Unlink all,Alle lösen,
Unlink and delete,Loesen und löschen,
Unlink and delete {0} items,{0} Elemente lösen und löschen,
Unlink linked item,Verknüpftes Element lösen,
Unlink {0} item(s),{0} Element(e) lösen,
Unpin View,Ansicht lospinnen,
Unsaved,Nicht gespeichert,
Unsaved changes,Nicht gespeicherte Änderungen,
Untitled,Ohne Titel,
Update,Aktualisieren,
Update Account,Konto aktualisieren,
Update {0} Records,{0} Datensaetze aktualisieren,
Upload,Hochladen,
Upload attachment,Anhang hochladen,
Upload image,Bild hochladen,
Urgent,Dringend,
User with email {0} already exists,Benutzer mit E-Mail {0} existiert bereits,
User with email {0} already invited,Benutzer mit E-Mail {0} bereits eingeladen,
User {0} has been removed,Benutzer {0} wurde entfernt,
Users added successfully,Benutzer erfolgreich hinzugefuegt,
Users are required,Benutzer sind erforderlich,
View Name,Ansichtsname,
View contact,Kontakt anzeigen,
Warning,Warnung,
Web form,Webformular,
Webhook Verify Token,Webhook-Verifizierungstoken,
Website,Webseite,
Week,Woche,
Welcome Message,Willkommensnachricht,
Welcome to Helpdesk,Willkommen beim Helpdesk,
"Welcome {0}, lets add your first lead","Willkommen {0}, lassen Sie uns Ihren ersten Lead hinzufügen",
WhatsApp,WhatsApp,
WhatsApp Templates,WhatsApp-Vorlagen,
Where,Wo,
"Width can be in number, pixel or rem (eg. 3, 30px, 10rem)","Breite kann als Zahl, Pixel oder Rem angegeben werden (z.B. 3, 30px, 10rem)",
Won,Gewonnen,
Won deals,Gewonnene Geschaefte,
Yes,Ja,
Yesterday,Gestern,
You,Sie,
You can change the default calling medium from the settings,Sie können das Standard-Anrufmedium in den Einstellungen ändern,
You can get your access key from ,Sie können Ihren Zugriffsschlüssel erhalten von ,
You can invite multiple users by comma separating their email addresses,"Sie können mehrere Benutzer einladen, indem Sie die E-Mail-Adressen durch Kommas trennen",
You do not have Exotel Number set in your Telephony Agent,In Ihrem Telefonie-Agenten ist keine Exotel-Nummer festgelegt,
You do not have enough permissions to access Frappe CRM. Please contact your administrator if you believe this is an error.,"Sie haben nicht genuegend Berechtigungen, um auf Frappe CRM zuzugreifen. Bitte kontaktieren Sie Ihren Administrator, wenn Sie glauben, dass dies ein Fehler ist.",
You do not have mobile number set in your Telephony Agent,In Ihrem Telefonie-Agenten ist keine Mobilnummer festgelegt,
You do not have permission to access Frappe CRM,"Sie haben keine Berechtigung, auf Frappe CRM zuzugreifen",
You do not have permission to access this document,"Sie haben keine Berechtigung, auf dieses Dokument zuzugreifen",
You need to be in developer mode to edit a Standard Form Script,"Sie muessen sich im Entwicklermodus befinden, um ein Standard-Formularskript zu bearbeiten",
"You will be redirected to invite user page, unsaved changes will be lost.","Sie werden zur Benutzereinladungsseite weitergeleitet, nicht gespeicherte Änderungen gehen verloren.",
You will need a Meta developer account and an access token to sync leads from Facebook. Read more ,"Sie benoetigen ein Meta-Entwicklerkonto und ein Zugriffstoken, um Leads von Facebook zu synchronisieren. Mehr erfahren ",
Your assignment on task {0} has been removed by {1},Ihre Zuweisung zur Aufgabe {0} wurde von {1} entfernt,
Your old condition will be overwritten. Are you sure you want to save?,"Ihre alte Bedingung wird ueberschrieben. Sind Sie sicher, dass Sie speichern möchten?",
actual,Tatsächlich,
added,hinzugefuegt,
added a,hat hinzugefuegt,
ago,vor,
amber,Bernstein,
as,als,
assigned a new task {0} to you,hat Ihnen eine neue Aufgabe {0} zugewiesen,
assigned a {0} {1} to you,hat Ihnen {0} {1} zugewiesen,
changed,geändert,
changes from,Änderungen von,
converted the lead to this deal,hat den Interessenten in diesen Deal umgewandelt,
created this deal,hat diesen Deal erstellt,
created this lead,hat diesen Interessenten erstellt,
day ago,vor einem Tag,
days,Tage,
days ago,vor Tagen,
email already exists,E-Mail existiert bereits,
forecasted,Prognostiziert,
from,von,
group_by,Gruppieren nach,
has created an event,hat einen Termin erstellt,
has made a call,hat angerufen,
has reached out,hat sich gemeldet,
here,hier,
hour ago,vor einer Stunde,
hours ago,vor Stunden,
in 1 hour,in 1 Stunde,
in 1 minute,in 1 Minute,
in 1 year,in 1 Jahr,
in {0} M,in {0} M,
in {0} d,in {0} T,
in {0} days,in {0} Tagen,
in {0} h,in {0} Std,
in {0} hours,in {0} Stunden,
in {0} m,in {0} Min,
in {0} minutes,in {0} Minuten,
in {0} months,in {0} Monaten,
in {0} w,in {0} W,
in {0} weeks,in {0} Wochen,
in {0} y,in {0} J,
in {0} years,in {0} Jahren,
just now,gerade eben,
mentioned you in {0},hat Sie in {0} erwaehnt,
minute ago,vor einer Minute,
minutes ago,vor Minuten,
month ago,Monat her,
months ago,Monaten her,
of,von,
received a whatsapp message in {0},hat eine WhatsApp-Nachricht in {0} erhalten,
removed,entfernt,
required,erforderlich,
results,Ergebnisse,
seconds ago,Sekunden her,
teal,Blaugruen,
to,zu,
value,Wert,
week ago,Woche her,
weeks ago,Wochen her,
"which are not compatible with this UI, you will need to recreate the conditions here if you want to manage and add new conditions from this UI.","die nicht mit dieser Oberflaeche kompatibel sind. Sie muessen die Bedingungen hier neu erstellen, wenn Sie Bedingungen von dieser Oberflaeche aus verwalten und hinzufügen möchten.",
year ago,Jahr her,
years ago,Jahren her,
{0} Attendees,{0} Teilnehmer,
{0} assigned a {1} {2} to you,{0} hat Ihnen {1} {2} zugewiesen,
{0} has been granted {1} access,{0} hat {1}-Zugriff erhalten,
{0} hrs,{0} Std,
{0} is an invalid email address,{0} ist eine ungültige E-Mail-Adresse,
{0} mins,{0} Min,
Last Name,Nachname,
Backlog,Backlog,
Todo,To-do,
In Progress,In Bearbeitung,
Done,Erledigt,
Canceled,Abgebrochen,
Low,Niedrig,
Medium,Mittel,
High,Hoch,
Toggle theme,Design wechseln,
Week,Woche,
Month,Monat,
Day,Tag,
Today,Heute,
January,Januar,
February,Februar,
March,März,
April,April,
May,Mai,
June,Juni,
July,Juli,
August,August,
September,September,
October,Oktober,
November,November,
December,Dezember,
Monday,Montag,
Tuesday,Dienstag,
Wednesday,Mittwoch,
Thursday,Donnerstag,
Friday,Freitag,
Saturday,Samstag,
Sunday,Sonntag,
Mon,Mo,
Tue,Di,
Wed,Mi,
Thu,Do,
Fri,Fr,
Sat,Sa,
Sun,So,
(No title),(Kein Titel),
Start Time,Startzeit,
End Time,Endzeit,
May 1\, 2025,1. Mai 2025,
1. Mai 2025,1. Mai 2025,
Close panel,Panel schließen,
New Event,Neuer Termin,
Edit Event,Termin bearbeiten,
Create Event,Termin erstellen,
